,rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
9214,9215,12644020,K08083.01,,FALSE POSITIVE,FALSE POSITIVE,0.152,1,0,0,0,234.524445,0.005884,-0.005884,346.4227,0.0209,-0.0209,0.741,0.057,-0.52,3.9,1.0,-1.0,876.0,219.0,-219.0,2.33,0.28,-0.16,226.0,,,0.62,0.25,-0.14,6.8,1.0,q1_q17_dr25_tce,4987.0,151.0,-136.0,4.613,0.03,-0.07,0.727,0.086,-0.05,288.6127,51.770439,15.8
6269,6270,7919516,K07857.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.5754457829999999,,,132.0648853,,,0.144,,,0.8463,,,29.3,,,1.3,0.24,-0.48,3478.0,,,34528.16,19507.66,-22408.12,3.2,1.0,q1_q17_dr25_tce,6215.0,171.0,-191.0,3.802,0.3,-0.1,2.396,0.443,-0.885,299.90427,43.69495,13.022
8803,8804,7128918,K06833.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,7.11879848,6.04e-07,-6.04e-07,137.1575204,6.94e-05,-6.94e-05,0.983,0.007,-0.019,4.11282,0.00309,-0.00309,107660.0,57.1,-57.1,41.17,8.03,-3.44,819.0,,,106.52,64.88,-26.41,1483.2,1.0,q1_q17_dr25_tce,5578.0,169.0,-152.0,4.601,0.04,-0.12,0.754,0.147,-0.063,294.99823,42.69392,15.758
4994,4995,5264304,K03563.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,120.58167178,2.55e-05,-2.55e-05,248.238772,0.000175,-0.000175,0.845,0.064,-0.068,8.2904,0.0128,-0.0128,192900.0,202.0,-202.0,41.71,6.5,-3.04,291.0,,,1.7,0.92,-0.43,1184.8,1.0,q1_q17_dr25_tce,5294.0,190.0,-190.0,4.651,0.03,-0.09,0.673,0.105,-0.049,288.45081,40.432449,15.777000000000001
6516,6517,9705620,K05705.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,95.254421,0.001839,-0.001839,181.4574,0.0147,-0.0147,0.3116,0.1559,-0.3115,3.379,0.586,-0.586,465.4,90.8,-90.8,2.2,1.0,-0.19,413.0,,,6.89,9.25,-1.87,6.1,1.0,q1_q16_tce,6063.0,154.0,-211.0,4.476,0.04,-0.307,1.012,0.461,-0.085,289.87979,46.400139,15.833
2581,2582,6964929,K02756.01,Kepler-1340 b,CONFIRMED,CANDIDATE,0.941,0,0,0,0,0.665025941,1.534e-06,-1.534e-06,131.65962,0.002,-0.002,0.448,0.015,-0.448,1.7542,0.0663,-0.0663,104.7,4.7,-4.7,1.11,0.18,-0.08,2174.0,,,5246.66,2093.36,-1017.36,26.5,1.0,q1_q17_dr25_tce,5884.0,70.0,-79.0,4.408,0.063,-0.11699999999999999,1.07,0.166,-0.083,296.23282,42.47279,14.758
1131,1132,4950232,K01753.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,0.979442525,2.255e-06,-2.255e-06,132.42297,0.00202,-0.00202,0.388,0.084,-0.388,1.0348,0.0521,-0.0521,469.3,22.2,-22.2,1.64,0.31,-0.13,1567.0,,,1420.01,873.27,-378.48,27.0,1.0,q1_q17_dr25_tce,5532.0,193.0,-193.0,4.607,0.04,-0.12,0.745,0.139,-0.06,298.14052999999996,40.073871999999994,15.747
2067,2068,9896018,K02579.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,2.7296036,1.312e-05,-1.312e-05,133.28661,0.00379,-0.00379,0.509,0.428,-0.308,2.721,0.123,-0.123,145.6,8.8,-8.8,1.53,0.26,-0.22,1455.0,,,1056.15,466.02,-319.04,18.4,1.0,q1_q17_dr25_tce,5887.0,70.0,-79.0,4.292,0.12,-0.12,1.235,0.213,-0.175,293.98871,46.718021,15.147
6253,6254,5181299,K05134.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,573.23826,0.01076,-0.01076,343.313,0.0133,-0.0133,0.0078,0.4588,-0.0077,2.641,0.504,-0.504,470.1,87.8,-87.8,6.93,3.26,-1.99,338.0,,,3.09,4.27,-1.7,6.8,1.0,q1_q16_tce,5172.0,126.0,-159.0,3.534,0.228,-0.303,3.264,1.536,-0.935,290.09991,40.386581,13.815
5741,5742,5952366,K03947.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.905679492,1.0209999999999998e-06,-1.0209999999999998e-06,132.196318,0.000939,-0.000939,1.272,3.417,-0.105,2.1164,0.0478,-0.0478,2299.0,45.3,-45.3,35.74,0.0,0.0,1882.0,,,2950.42,0.0,0.0,59.3,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,289.27657999999997,41.259754,13.38
2568,2569,6716545,K02906.02,,CANDIDATE,CANDIDATE,0.804,0,0,0,0,145.881936,0.005153,-0.005153,194.6951,0.0342,-0.0342,0.325,0.142,-0.325,11.342,0.737,-0.737,156.9,15.7,-15.7,1.8,0.33,-0.3,424.0,,,7.63,3.67,-2.61,11.2,3.0,q1_q17_dr25_tce,6052.0,82.0,-82.0,4.183,0.154,-0.11199999999999999,1.424,0.263,-0.237,297.94476000000003,42.191879,13.716
4602,4603,7870282,K04732.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.5807250039999999,2.536e-06,-2.536e-06,131.73303,0.00387,-0.00387,0.137,0.328,-0.137,2.071,0.119,-0.119,105.2,7.1,-7.1,0.85,0.19,-0.08,1939.0,,,3355.68,2286.97,-891.67,18.0,1.0,q1_q17_dr25_tce,5471.0,164.0,-147.0,4.53,0.057,-0.14300000000000002,0.841,0.187,-0.08,282.17203,43.696509999999996,15.235999999999999
4614,4615,9581589,K04877.01,,CANDIDATE,CANDIDATE,0.987,0,0,0,0,5.19206571,6.167e-05,-6.167e-05,134.5614,0.0116,-0.0116,0.847,0.133,-0.582,3.716,0.229,-0.229,66.6,7.5,-7.5,0.99,0.31,-0.12,1170.0,,,442.55,396.77,-144.95,10.5,1.0,q1_q17_dr25_tce,6322.0,156.0,-203.0,4.426,0.065,-0.195,1.075,0.335,-0.134,288.97182999999995,46.265202,14.423
677,678,10730034,K01305.02,Kepler-285 c,CONFIRMED,CANDIDATE,0.978,0,0,0,0,6.18670882,4.318e-05,-4.318e-05,136.63308,0.00564,-0.00564,0.013,0.437,-0.013,2.909,0.181,-0.181,202.6,15.4,-15.4,1.21,0.06,-0.1,851.0,,,123.96,21.94,-26.55,14.3,2.0,q1_q17_dr25_tce,5114.0,84.0,-76.0,4.463,0.09,-0.036000000000000004,0.878,0.044,-0.076,291.3909,48.065609,15.173
2360,2361,12416987,K02933.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,119.0833042,0.000515,-0.000515,163.56212,0.00321,-0.00321,1.257,60.5,-1.116,2.558,0.185,-0.185,2951.0,187.0,-187.0,22.19,2.03,-1.81,240.0,,,0.78,0.29,-0.22,18.9,1.0,q1_q17_dr25_tce,4412.0,155.0,-170.0,4.662,0.032,-0.042,0.623,0.057,-0.051,295.67798,51.257839000000004,15.823
1622,1623,8624520,K01816.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,10.240611361000001,5.615e-06,-5.615e-06,131.667897,0.00044,-0.00044,0.786,0.016,-0.558,0.9617,0.0241,-0.0241,2958.0,53.8,-53.8,3.9,0.34,-0.34,656.0,,,43.85,15.22,-11.53,72.0,1.0,q1_q17_dr25_tce,5227.0,173.0,-157.0,4.623,0.066,-0.044000000000000004,0.64,0.056,-0.056,291.68329,44.75164,15.408
622,623,10426656,K01161.02,Kepler-272 d,CONFIRMED,CANDIDATE,0.991,0,0,0,0,10.93725572,4.273e-05,-4.273e-05,136.98549,0.00292,-0.00292,0.866,0.079,-0.595,3.0822,0.0987,-0.0987,421.6,18.2,-18.2,2.41,0.27,-0.32,777.0,,,86.28,26.58,-25.39,24.6,2.0,q1_q17_dr25_tce,5334.0,79.0,-79.0,4.372,0.132,-0.077,1.004,0.111,-0.135,299.12753,47.59383,14.677999999999999
9297,9298,6974867,K07800.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.887691177,3.4469999999999998e-06,-3.4469999999999998e-06,132.36711,0.00323,-0.00323,0.419,0.049,-0.419,1.644,0.14,-0.14,37.3,2.4,-2.4,1.53,0.32,-0.63,2709.0,,,12704.16,8298.21,-8742.69,20.8,1.0,q1_q17_dr25_tce,5500.0,181.0,-148.0,3.775,0.32299999999999995,-0.10800000000000001,2.491,0.511,-1.022,298.33722,42.432911,12.386
2682,2683,5088536,K00282.03,Kepler-130 d,CONFIRMED,CANDIDATE,0.894,0,0,0,0,87.5177787,0.0006657,-0.0006657,201.15451000000002,0.00507,-0.00507,0.983,0.029,-0.735,2.55,0.171,-0.171,136.5,13.2,-13.2,1.85,0.08,-0.07,451.0,,,9.76,1.39,-1.25,12.2,3.0,q1_q17_dr25_tce,5903.0,70.0,-79.0,4.303999999999999,0.02,-0.018000000000000002,1.137,0.05,-0.046,288.45065,40.245327,11.529000000000002
2586,2587,6607357,K02838.02,Kepler-1365 c,CONFIRMED,CANDIDATE,0.936,0,0,0,0,4.77466043,4.201e-05,-4.201e-05,135.16338000000002,0.00743,-0.00743,0.03,0.433,-0.03,3.804,0.173,-0.173,54.3,3.9,-3.9,0.81,0.12,-0.12,1137.0,,,395.06,169.23,-128.9,15.5,2.0,q1_q17_dr25_tce,5727.0,115.0,-104.0,4.328,0.132,-0.10800000000000001,1.104,0.164,-0.164,292.19971,42.046089,13.421
5697,5698,9593528,K03939.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.88665445,8.625e-05,-8.625e-05,132.3531,0.0376,-0.0376,1.269,38.15,-0.005,1.343,0.16,-0.16,2098.0,162.0,-162.0,43.81,13.01,-9.75,1794.0,,,2453.86,2218.59,-1185.99,15.8,1.0,q1_q17_dr25_tce,6296.0,198.0,-242.0,4.247,0.185,-0.185,1.249,0.371,-0.278,294.0282,46.201771,15.21
8145,8146,4949214,K06481.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.9220305940000001,3.5700000000000003e-07,-3.5700000000000003e-07,132.07636100000002,0.000326,-0.000326,1.242,0.103,-0.053,4.367,0.0208,-0.0208,13859.0,53.0,-53.0,49.63,14.85,-5.94,2194.0,,,5474.27,4675.78,-1760.18,331.7,1.0,q1_q17_dr25_tce,6484.0,154.0,-212.0,4.386,0.06,-0.18,1.153,0.345,-0.138,297.93068999999997,40.014961,14.350999999999999
2135,2136,10747445,K02673.01,,FALSE POSITIVE,FALSE POSITIVE,0.003,0,1,0,0,4.593595496,7.2220000000000005e-06,-7.2220000000000005e-06,134.88971,0.00159,-0.00159,1.147,50.41,-0.385,2.7468,0.0374,-0.0374,45034.0,585.0,-585.0,44.14,12.88,-4.29,1022.0,,,258.12,227.21,-74.38,92.0,1.0,q1_q17_dr25_tce,5717.0,173.0,-190.0,4.538,0.036000000000000004,-0.204,0.884,0.258,-0.086,297.46594,48.089329,16.444000000000003
9337,9338,10552700,K07342.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.94808587,2.799e-06,-2.799e-06,131.93348,0.00168,-0.00168,1.105,0.103,-0.085,8.03,1.3,-1.3,229.8,64.7,-64.7,37.72,6.65,-12.35,3359.0,,,30040.23,15622.29,-18150.39,145.3,1.0,q1_q17_dr25_tce,6875.0,164.0,-226.0,3.798,0.259,-0.111,2.856,0.503,-0.935,297.99118,47.768749,11.600999999999999
8377,8378,8702537,K07905.01,,CANDIDATE,CANDIDATE,0.924,0,0,0,0,7.4751841,0.0002273,-0.0002273,137.1908,0.0298,-0.0298,0.309,0.145,-0.309,5.166,0.532,-0.532,28.1,3.6,-3.6,0.85,0.2,-0.27,1168.0,,,439.51,318.13,-252.81,9.2,1.0,q1_q17_dr25_tce,5616.0,184.0,-127.0,3.98,0.336,-0.14400000000000002,1.602,0.37,-0.509,296.5477,44.898041,13.075
6554,6555,10933306,K05842.01,,CANDIDATE,CANDIDATE,0.995,0,0,0,0,57.7749373,0.0009835,-0.0009835,154.2915,0.0119,-0.0119,0.044,0.409,-0.044,4.731,0.509,-0.509,283.6,30.7,-30.7,1.85,0.59,-0.2,524.0,,,17.82,16.58,-5.79,10.4,1.0,q1_q17_dr25_tce,6277.0,174.0,-239.0,4.417,0.065,-0.20800000000000002,1.097,0.346,-0.123,297.19424,48.322891,14.753
1690,1691,4043443,K00231.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,119.8401019,0.0001677,-0.0001677,161.863461,0.00097,-0.00097,1.269,66.5,-0.074,3.6796,0.0532,-0.0532,5448.7,76.3,-76.3,26.96,1.68,-0.96,255.0,,,1.0,0.23,-0.14,83.7,1.0,q1_q17_dr25_tce,4602.0,92.0,-92.0,4.637,0.015,-0.04,0.675,0.042,-0.024,287.40244,39.190731,14.945
2070,2071,11771430,K02582.01,,CANDIDATE,CANDIDATE,0.984,0,0,0,0,40.0306267,0.0003401,-0.0003401,148.85882,0.00773,-0.00773,0.322,0.131,-0.322,4.815,0.188,-0.188,214.5,12.8,-12.8,2.01,0.35,-0.38,617.0,,,34.19,16.13,-13.41,19.5,1.0,q1_q17_dr25_tce,5855.0,104.0,-116.0,4.227,0.14300000000000002,-0.11699999999999999,1.373,0.235,-0.259,295.84653,49.936131,13.628
5286,5287,9641008,K03860.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.1781547740000002,2.707e-06,-2.707e-06,132.02433,0.00108,-0.00108,1.223,2.712,-0.016,3.5302,0.0518,-0.0518,662.6,8.9,-8.9,19.46,3.2,-1.37,1180.0,,,457.16,239.17,-102.44,89.2,1.0,q1_q17_dr25_tce,5515.0,163.0,-147.0,4.624,0.035,-0.105,0.712,0.117,-0.05,288.00998,46.306061,14.489
5266,5267,7024530,K03922.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,66.1539783,0.0004483,-0.0004483,156.97153,0.00717,-0.00717,0.873,0.013,-0.022,5.896,0.163,-0.163,6951.0,157.0,-157.0,9.69,3.24,-1.07,468.0,,,11.3,11.43,-3.66,57.7,1.0,q1_q17_dr25_tce,6077.0,190.0,-232.0,4.471,0.054000000000000006,-0.21600000000000003,0.999,0.333,-0.111,288.92922999999996,42.529202000000005,15.52
8936,8937,10281311,K08203.01,,FALSE POSITIVE,FALSE POSITIVE,0.037,1,0,0,0,234.66319186,,,166.0293811,,,0.029,,,7.627,,,243.5,,,1.68,0.53,-0.2,328.0,,,2.73,2.48,-0.92,5.0,2.0,q1_q17_dr25_tce,6306.0,169.0,-225.0,4.426,0.065,-0.20800000000000002,1.076,0.335,-0.134,294.64493,47.338921,14.79
887,888,3939150,K01215.01,Kepler-277 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,17.32419108,6.368e-05,-6.368e-05,142.09977,0.00323,-0.00323,0.764,0.148,-0.531,8.045,0.102,-0.102,241.3,5.3,-5.3,3.14,0.45,-0.76,964.0,,,204.1,84.23,-95.49,49.1,1.0,q1_q17_dr25_tce,5968.0,120.0,-108.0,3.972,0.21,-0.084,1.857,0.264,-0.452,286.58316,39.077202,13.42
7274,7275,9020114,K03088.02,,CANDIDATE,CANDIDATE,,0,0,0,0,67.8766605,0.0007965,-0.0007965,187.3703,0.0105,-0.0105,0.0011,0.4505,-0.001,2.598,0.229,-0.229,389.2,45.4,-45.4,1.92,0.82,-0.17,455.0,,,10.11,12.69,-2.79,9.1,2.0,q1_q16_tce,6018.0,158.0,-194.0,4.485,0.044000000000000004,-0.302,0.975,0.415,-0.089,291.16437,45.318290999999995,14.953
3879,3880,9535881,K04228.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.960842633,4.4e-07,-4.4e-07,131.777663,0.000367,-0.000367,1.341,0.363,-0.239,2.6441,0.0206,-0.0206,2022.9,13.4,-13.4,67.53,20.93,-13.96,2808.0,,,14655.53,13807.27,-6885.77,176.1,1.0,q1_q17_dr25_tce,7381.0,232.0,-310.0,4.186,0.124,-0.18600000000000003,1.597,0.495,-0.33,295.5596,46.17804,13.402000000000001
3410,3411,12306808,K07521.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,7.334073405,,,137.13347480000002,,,0.559,,,2.7308,,,326.9,,,1.42,0.32,-0.1,870.0,,,135.81,87.91,-31.66,2.6,4.0,q1_q17_dr25_tce,5985.0,143.0,-161.0,4.603,0.027999999999999997,-0.161,0.758,0.17,-0.057,291.11057,51.058929,13.265
498,499,1871056,K01001.02,Kepler-264 c,CONFIRMED,CANDIDATE,0.991,0,0,0,0,140.10765,0.00187,-0.00187,216.21749,0.00975,-0.00975,0.019,0.367,-0.019,18.503,0.333,-0.333,266.8,9.6,-9.6,3.42,0.57,-0.93,511.0,,,16.17,7.48,-8.25,29.0,2.0,q1_q17_dr25_tce,6207.0,112.0,-125.0,3.963,0.195,-0.105,2.097,0.35,-0.569,292.04462,37.37624,13.038
7068,7069,10219361,K06218.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,117.634213,0.002564,-0.002564,176.0874,0.0125,-0.0125,0.5206,0.4167,-0.3103,3.82,0.346,-0.346,253.1,32.2,-32.2,3.78,2.33,-1.37,513.0,,,16.34,30.82,-10.43,8.7,2.0,q1_q16_tce,5236.0,134.0,-150.0,3.7110000000000003,0.39,-0.361,2.332,1.435,-0.846,296.10846000000004,47.222279,12.742
4281,4282,2857607,K04659.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,41.8681996,0.0007404,-0.0007404,146.9767,0.0157,-0.0157,0.923,0.038,-0.653,5.783,0.312,-0.312,150.7,13.9,-13.9,1.25,0.33,-0.11,492.0,,,13.89,10.59,-3.55,12.5,1.0,q1_q17_dr25_tce,5852.0,140.0,-158.0,4.559,0.035,-0.184,0.837,0.223,-0.074,292.51468,38.022059999999996,13.664000000000001
8894,8895,9456887,K05677.01,,CANDIDATE,CANDIDATE,0.884,0,0,0,0,20.5142642,0.000264,-0.000264,148.7293,0.011,-0.011,0.256,0.205,-0.256,3.524,0.306,-0.306,153.2,20.0,-20.0,1.14,0.12,-0.12,598.0,,,30.28,9.16,-7.73,9.0,1.0,q1_q17_dr25_tce,5221.0,78.0,-86.0,4.422,0.099,-0.081,0.936,0.101,-0.101,288.13684,46.03838,14.9
1514,1515,10525027,K02006.01,Kepler-1049 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.27344784,6.177e-06,-6.177e-06,134.45023,0.00155,-0.00155,0.44,0.445,-0.242,1.7292,0.0495,-0.0495,262.5,9.1,-9.1,0.81,0.07,-0.07,625.0,,,36.05,9.86,-8.49,34.0,1.0,q1_q17_dr25_tce,3758.0,75.0,-85.0,4.769,0.04,-0.04,0.496,0.042,-0.042,287.34674,47.772960999999995,14.22
133,134,5370302,K00831.01,,FALSE POSITIVE,FALSE POSITIVE,0.006,0,1,0,0,3.9043425,1.339e-06,-1.339e-06,173.393734,0.000266,-0.000266,0.709,0.011,-0.015,3.831,0.0271,-0.0271,16228.0,62.1,-62.1,12.28,3.56,-1.19,1104.0,,,351.05,298.42,-97.69,323.4,1.0,q1_q17_dr25_tce,5810.0,157.0,-175.0,4.526,0.05,-0.2,0.898,0.26,-0.087,294.05676,40.549679,15.015999999999998
6173,6174,6034834,K05227.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,371.56492,0.0139,-0.0139,259.8491,0.0316,-0.0316,0.2626,0.194,-0.2625,14.736,0.697,-0.697,375.5,33.2,-33.2,1.89,0.82,-0.35,259.0,,,1.06,1.39,-0.43,16.2,1.0,q1_q16_tce,5735.0,172.0,-138.0,4.351,0.183,-0.272,0.972,0.422,-0.183,289.34515,41.364779999999996,14.058
7185,7186,7129465,K06155.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.7459107339999997,1.72e-07,-1.72e-07,133.1719105,5.15e-05,-5.15e-05,0.639,0.009,-0.007,4.02594,0.0017699999999999999,-0.0017699999999999999,286810.0,120.0,-120.0,61.16,17.39,-10.7,1221.0,,,524.18,460.23,-208.06,1550.9,1.0,q1_q17_dr25_tce,5372.0,177.0,-160.0,4.396,0.14,-0.21,0.96,0.273,-0.168,295.13705,42.646999,15.315999999999999
2475,2476,6129524,K02886.01,Kepler-1379 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,0.88184263,3.0210000000000004e-06,-3.0210000000000004e-06,131.68868999999998,0.00314,-0.00314,0.454,0.495,-0.251,1.3117,0.0714,-0.0714,249.9,14.2,-14.2,1.24,0.21,-0.1,1564.0,,,1419.46,805.15,-388.71,21.2,1.0,q1_q17_dr25_tce,5268.0,184.0,-184.0,4.593999999999999,0.035,-0.105,0.776,0.131,-0.066,293.67047,41.410252,15.919
6191,6192,5024476,K05116.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,222.068928,0.003325,-0.003325,290.58724,0.00891,-0.00891,0.1522,0.3619,-0.1522,1.938,0.341,-0.341,643.0,168.0,-168.0,29.97,1.04,-9.37,782.0,,,88.22,17.9,-56.18,6.7,1.0,q1_q16_tce,5221.0,154.0,-332.0,2.766,0.022000000000000002,-0.036000000000000004,12.042,0.419,-3.766,295.32401,40.1544,12.552
3369,3370,5351250,K00408.05,,FALSE POSITIVE,FALSE POSITIVE,0.005,1,0,0,0,93.803766,0.001154,-0.001154,170.55916000000002,0.00908,-0.00908,0.63,0.325,-0.411,2.946,0.286,-0.286,460.1,58.1,-58.1,2.05,0.25,-0.16,375.0,,,4.69,1.68,-1.0,8.6,5.0,q1_q17_dr25_tce,5559.0,110.0,-110.0,4.47,0.068,-0.102,0.914,0.11,-0.07,288.2341,40.520901,14.985
4067,4068,8890924,K04269.02,,FALSE POSITIVE,FALSE POSITIVE,0.125,1,0,0,0,4.4408541,0.0001096,-0.0001096,135.2744,0.0166,-0.0166,0.005,0.458,-0.005,8.083,0.717,-0.717,33.9,3.7,-3.7,1.74,0.53,-1.25,1642.0,,,1719.2,1631.74,-1598.6,12.0,2.0,q1_q17_dr25_tce,5159.0,171.0,-155.0,3.6039999999999996,0.863,-0.23,3.062,0.943,-2.2,293.79684,45.160728000000006,13.263
8956,8957,7137213,K03907.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,28.64338839,6.214e-05,-6.214e-05,141.22933,0.00179,-0.00179,0.968,0.012,-0.672,1.2246,0.0812,-0.0812,624.3,37.3,-37.3,5.82,1.15,-1.74,871.0,,,136.32,78.88,-76.84,23.1,1.0,q1_q17_dr25_tce,6507.0,155.0,-194.0,4.002,0.253,-0.11699999999999999,1.767,0.351,-0.527,296.9978,42.65332,12.642000000000001
2970,2971,8625925,K00580.01,Kepler-609 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.5212096289999995,8.386e-06,-8.386e-06,175.7111,0.00105,-0.00105,0.514,0.365,-0.297,2.7975,0.0406,-0.0406,760.4,12.6,-12.6,2.54,0.61,-0.25,932.0,,,178.27,123.97,-49.58,69.8,1.0,q1_q17_dr25_tce,5822.0,140.0,-175.0,4.529,0.042,-0.168,0.898,0.217,-0.087,292.22031,44.700031,14.856
3880,3881,11616596,K04229.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,14.5893928,,,136.1407,,,,,,15.54,,,,,,,,,,,,102.46,138.91,-29.61,,1.0,q1_q17_dr25_tce,,,,,,,,,,294.74987999999996,49.663441,12.616
7984,7985,8155584,K06979.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,26.0164225,0.000172,-0.000172,157.37769,0.0093,-0.0093,1.147,0.21,-0.091,4.1768,0.015,-0.015,41109.0,159.0,-159.0,61.04,17.79,-14.54,755.0,,,76.63,68.05,-38.63,285.4,1.0,q1_q17_dr25_tce,6287.0,198.0,-242.0,4.231,0.19,-0.171,1.28,0.373,-0.305,287.90555,44.01086,15.032
203,204,7287995,K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.95489993,5.482e-06,-5.482e-06,170.955871,0.000734,-0.000734,0.327,0.084,-0.327,2.3892,0.0281,-0.0281,1410.7,17.8,-17.8,2.33,0.1,-0.11,635.0,,,38.52,6.66,-6.17,87.2,1.0,q1_q17_dr25_tce,4261.0,85.0,-85.0,4.641,0.027000000000000003,-0.02,0.633,0.026,-0.029,293.63696,42.82497,15.019
5229,5230,5903301,K03692.01,,CANDIDATE,CANDIDATE,0.813,0,0,0,0,1.160153553,1.57e-07,-1.57e-07,132.145331,0.000117,-0.000117,1.258,0.098,-0.091,2.16452,0.00573,-0.00573,12302.0,27.0,-27.0,60.47,16.98,-16.98,2183.0,,,5363.78,4607.26,-2995.93,552.8,1.0,q1_q17_dr25_tce,6200.0,197.0,-241.0,4.1610000000000005,0.264,-0.17600000000000002,1.382,0.388,-0.388,298.65833,41.138882,15.149000000000001
2192,2193,5095635,K02607.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.7544577290000001,7.809999999999999e-07,-7.809999999999999e-07,134.983522,0.000895,-0.000895,0.677,0.011,-0.512,0.5891,0.0715,-0.0715,248.2,13.9,-13.9,2.07,0.32,-0.4,2131.0,,,4879.62,2028.19,-1843.14,31.1,1.0,q1_q17_dr25_tce,5561.0,83.0,-75.0,4.25,0.174,-0.10099999999999999,1.193,0.185,-0.226,290.68469,40.255451,14.482000000000001
9470,9471,7885494,K07854.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.72929014,3.821e-05,-3.821e-05,132.5562,0.0178,-0.0178,0.089,0.371,-0.089,3.609,0.504,-0.504,84.5,9.8,-9.8,0.86,0.25,-0.08,1497.0,,,1187.75,1018.12,-335.34,9.6,1.0,q1_q17_dr25_tce,5910.0,176.0,-193.0,4.505,0.048,-0.192,0.94,0.268,-0.089,289.94556,43.665932,15.659
1920,1921,8872048,K02323.01,,CANDIDATE,CANDIDATE,,0,0,0,0,58.35512552,,,179.39795,,,,,,8.45,,,,,,,,,,,,,,,,,,,,,,,,,,,286.07202,45.136711,15.484000000000002
6426,6427,9466486,K05680.01,,CANDIDATE,CANDIDATE,,0,0,0,0,557.92882,0.01085,-0.01085,210.68,0.017,-0.017,0.1034,0.3546,-0.103,4.788,0.612,-0.612,262.2,39.4,-39.4,2.97,2.15,-1.82,300.0,,,1.92,4.6,-1.67,8.1,1.0,q1_q16_tce,5553.0,187.0,-178.0,3.805,0.772,-0.36700000000000005,1.844,1.337,-1.127,292.50097999999997,46.037479,13.263
9211,9212,11709006,K08061.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.719741,0.0005031,-0.0005031,131.898,0.43,-0.43,0.275,0.202,-0.275,2.628,0.613,-0.613,32.2,37.1,-37.1,0.57,0.06,-0.03,2074.0,,,4398.76,1549.62,-799.53,6.5,5.0,q1_q17_dr25_tce,6014.0,120.0,-132.0,4.486000000000001,0.024,-0.096,0.993,0.117,-0.054,289.7356,49.859787,8.777000000000001
